Last Name,Prefix,First Name,Age,Age Group ,,,class,embarked,country,ticketno,fare,sibsp,parch,survived,
Johnson, Miss, Eleanor Ileen,1,,,,3rd,S,NA,347742,11.02,1,1,yes,
Johnson, Mr, August,49,,,,3rd,S,United States,370160,33.40,0,0,no,
Johnson, Mr, Malkolm Joackim,33,,,,3rd,S,United States,347062,7.15,0,0,no,
Johnson, Mrs, Elisabeth Vilhelmina,26,,,,3rd,S,NA,347742,11.02,0,2,yes,
Johnson, Mr, William Cahoone Jr,19,,,,3rd,S,United States,370160,33.40,0,0,no,
Johnston, Master, William Andrew,8,,,,3rd,S,England,6607,23.09,1,2,no,
Johnston, Miss, Catherine Nellie,7,,,,3rd,S,England,6607,23.09,1,2,no,
Johnston, Mr, Andrew Emslie,35,,,,3rd,S,Scotland,6607,23.09,1,2,no,
Johnston, Mrs, Eliza,36,,,,3rd,S,Scotland,6607,23.09,1,2,no,
Jones, Mr, Charles Cresson,46,,,,1st,S,United States,694,26.00,0,0,no,
Jonkoff, Mr, Lalio,23,,,,3rd,S,Bulgaria,349204,7.17,0,0,no,
Jonsson, Mr, Carl,25,,,,3rd,S,Sweden,350417,7.17,0,0,yes,
Jönsson, Mr, Nils Hilding,27,,,,3rd,S,Sweden,350408,7.17,0,0,no,
Joseph (Shahin), Mr, Elias,39,,,,3rd,C,Lebanon,2675,7.04,0,2,no,
Julian, Mr, Henry Forbes,50,,,,1st,S,England,113044,26.00,0,0,no,
Jussila, Miss, Katriina,20,,,,3rd,S,Finland,4136,9.16,1,0,no,
Jussila, Miss, Mari Aina,21,,,,3rd,S,Finland,4137,9.16,1,0,no,
Jussila, Mr, Eiriik,32,,,,3rd,S,Finland,3101286,7.18,0,0,yes,
Kallio, Mr, Nikolai Erland,17,,,,3rd,S,Finland,3101274,7.02,0,0,no,
Kalvik, Mr, Johannes Halvorsen,21,,,,3rd,S,Norway,8475,8.08,0,0,no,
Kantor, Mr, Sinai,34,,,,2nd,S,Russia,244367,26.00,1,0,no,
Kantor, Mrs, Miriam,24,,,,2nd,S,Russia,244367,26.00,1,0,yes,
Karajic, Mr, Milan,30,,,,3rd,S,Hungary,349246,7.17,0,0,no,
Karlsson, Mr, Einar Gervasius,21,,,,3rd,S,Sweden,350053,7.15,0,0,yes,
Karlsson, Mr, Julius Konrad Eugen,33,,,,3rd,S,Sweden,347465,7.17,0,0,no,
Karlsson, Mr, Nils August,22,,,,3rd,S,Sweden,350060,7.10,0,0,no,
Karnes, Mrs, Claire,22,,,,2nd,S,United States,13534,21.00,0,0,no,
Karun, Miss, Manca,5,,,,3rd,C,Slovenia,349256,13.08,0,1,yes,
Karun, Mr, Franz,39,,,,3rd,C,United States,349256,13.08,0,1,yes,
Katavelos, Mr, Vasilios G,19,,,,3rd,C,Greece,2682,7.04,0,0,no,
Keane, Miss, Nora Agnes,46,,,,2nd,Q,Ireland,226593,12.07,0,0,yes,
Keane, Mr, Andrew,23,,,,3rd,Q,Ireland,12460,7.15,0,0,no,
Keane, Mr, Daniel,35,,,,2nd,Q,Ireland,233734,12.07,0,0,no,
Keefe, Mr, Arthur,39,,,,3rd,S,United States,323592,7.05,0,0,no,
Keeping, Mr, Edwin Herbert,33,,,,1st,S,England,113503,211.10,0,0,no,
Kelly, Miss, Anna Katherine,20,,,,3rd,Q,Ireland,9234,7.15,0,0,yes,
Kelly, Miss, Mary,22,,,,3rd,Q,Ireland,14312,7.15,0,0,yes,
Kelly, Mr, James,19,,,,3rd,S,Scotland,363592,8.01,0,0,no,
Kelly, Mr, James,44,,,,3rd,Q,Ireland,330911,7.16,0,0,no,
Kelly, Mr, James,44,,,,engineering crew,S,England,NA,33.40,0,0,no,
Kelly, Mrs, Fanny Maria,49,,,,2nd,S,England,223596,13.10,0,0,yes,
Kennedy, Mr, John,24,,,,3rd,Q,Ireland,368783,7.15,0,0,yes,
Kent, Mr, Edward Austin,58,,,,1st,C,United States,11771,29.14,0,0,no,
Kenyon, Mr, Frederick Roland,41,,,,1st,S,United States,17464,51.17,1,0,no,
Kenyon, Mrs, Marion Estelle,40,,,,1st,S,United States,17464,51.17,1,0,yes,
Khalil, Mr, Betros,25,,,,3rd,C,Lebanon,2660,14.09,1,0,no,
Khalil, Mrs, Zahie,20,,,,3rd,C,Lebanon,2660,14.09,1,0,no,
Kiernan, Mr, John Joseph,25,,,,3rd,Q,Ireland,367227,7.15,1,0,no,
Kiernan, Mr, Philip,22,,,,3rd,Q,Ireland,367229,7.15,1,0,no,
Kilgannon, Mr, Thomas,22,,,,3rd,Q,Ireland,36865,7.14,0,0,no,
Kimball, Mr, Edwin Nelson Jr,42,,,,1st,S,United States,11753,52.11,1,0,yes,
Kimball, Mrs, Susan Gertrude,45,,,,1st,S,United States,11753,52.11,1,0,yes,
Kink-Heilmann, Miss, Luise Gretchen,4,,,,3rd,S,Switzerland,315153,22.00,0,2,yes,
Kink-Heilmann, Mrs, Luise,26,,,,3rd,S,Switzerland,315153,22.00,1,1,yes,
Kink, Miss, Maria,23,,,,3rd,S,Switzerland,315152,8.13,2,0,no,
Kink, Mr, Anton,29,,,,3rd,S,Switzerland,315153,22.00,3,1,yes,
Kink, Mr, Vincenz,26,,,,3rd,S,Switzerland,315151,8.13,2,0,no,
Kirkland, Fr, Charles Leonard,52,,,,2nd,Q,United States,219533,12.07,0,0,no,
Klaber, Mr, Herman,41,,,,1st,S,United States,113028,26.11,0,0,no,
Klasén, Miss, Gertrud Emilia,1,,,,3rd,S,Sweden,350405,12.03,1,1,no,
Klasén, Mr, Klas Albin,18,,,,3rd,S,Sweden,350404,7.17,1,1,no,
Klasén, Mrs, Hulda Kristina Eugenia,36,,,,3rd,S,Sweden,350405,12.03,0,2,no,
Knight, Mr, Robert,41,,,,2nd,B,Northern Ireland,239855,33.40,0,0,no,
Kraeff, Mr, Theodor,30,,,,3rd,C,Bulgaria,349253,7.17,0,0,no,
Krekorian, Mr, Neshan,25,,,,3rd,C,Turkey,2654,7.04,0,0,yes,
Kreuchen, Miss, Emilie,29,,,,1st,S,NA,24160,211.06,0,0,yes,
Krins, Mr, Georges Alexandre,23,,,,2nd,S,England,250654,33.40,0,0,no,
Kutscher (Lithman), Mr, Simon,26,,,,3rd,S,Scotland,251,7.11,0,0,no,
Kvillner, Mr, Johan Henrik Johannesson,31,,,,2nd,S,Sweden,18723,10.10,0,0,no,
Lahhūd Ishaq Mu'awwad, Mr, Sarkīs,35,,,,3rd,C,Lebanon,2624,7.04,0,0,no,
Lahtinen, Fr, William,35,,,,2nd,S,United States,250651,26.00,1,1,no,
Lahtinen, Mrs, Anna Amelia,34,,,,2nd,S,United States,250651,26.00,1,1,no,
Laitinen, Miss, Kristina Sofia,37,,,,3rd,S,Finland,4135,9.11,0,0,no,
Lamb, Mr, John J,31,,,,2nd,Q,Ireland,240261,10.14,0,0,no,
Lam, Mr, Ali,38,,,,3rd,S,China/Hong Kong,1601,56.09,0,0,yes,
Lam, Mr, Len,23,,,,3rd,S,NA,1601,56.09,0,0,no,
Landergren, Miss, Aurora Adelia,22,,,,3rd,S,Sweden,7077,7.05,0,0,yes,
Lane, Mr, Patrick,17,,,,3rd,Q,Ireland,7935,7.15,0,0,no,
Lang, Mr, Fang,32,,,,3rd,S,NA,1601,56.09,0,0,yes,
Laroche, Miss, Louise,1,,,,2nd,C,France,2123,41.11,1,2,yes,
Laroche, Miss, Simonne Marie Anne Andrée,3,,,,2nd,C,France,2123,41.11,1,2,yes,
Laroche, Mr, Joseph Philippe Lemercier,25,,,,2nd,C,France,2123,41.11,1,2,no,
Laroche, Mrs, Juliette Marie Louise,22,,,,2nd,C,France,2123,41.11,1,2,yes,
Larsson, Mr, August Viktor,29,,,,3rd,S,United States,7545,9.09,0,0,no,
Larsson, Mr, Bengt Edvin,29,,,,3rd,S,Sweden,347067,7.15,0,0,no,
Larsson, Mr, Edvard,22,,,,3rd,S,Sweden,347065,7.15,0,0,no,
Leader, Dr, Alice May,49,,,,1st,S,United States,17465,25.18,0,0,yes,
Lefebvre, Master, Henry,5,,,,3rd,S,NA,4133,25.09,3,1,no,
Lefebvre, Miss, Ida,3,,,,3rd,S,NA,4133,25.09,3,1,no,
Lefebvre, Miss, Jeannie,8,,,,3rd,S,NA,4133,25.09,3,1,no,
Lefebvre, Miss, Mathilde,12,,,,3rd,S,NA,4133,25.09,3,1,no,
Lefebvre, Mrs, Frances Marie,40,,,,3rd,S,NA,4133,25.09,0,4,no,
Lehmann, Miss, Bertha,17,,,,2nd,C,Switzerland,1748,12.00,0,0,yes,
Leinonen, Mr, Antti Gustaf,32,,,,3rd,S,Finland,3101292,7.18,0,0,no,
Leitch, Miss, Jessie Wills,31,,,,2nd,S,Scotland,248727,33.00,0,0,yes,
Lemore, Mrs, Amelia,39,,,,2nd,S,England,34260,10.10,0,0,yes,
Lennon, Miss, Mary,18,,,,3rd,Q,Ireland,370371,15.10,1,0,no,
Lennon, Mr, Denis,20,,,,3rd,Q,Ireland,370371,15.10,1,0,no,
Leroy, Miss, Berthe,27,,,,1st,C,France,17761,106.08,0,0,yes,
Lester, Mr, James,41,,,,3rd,S,England,48871,24.03,0,0,no,
Lesueur, Mr, Gustave J,35,,,,1st,C,NA,17755,512.06,0,0,yes,
Lévy, Mr, René Jacques,37,,,,2nd,S,Canada,2163,12.17,0,0,no,
Lewy, Mr, Ervin G,30,,,,1st,C,United States,17612,27.14,0,0,no,
Leyson, Mr, Robert William Norman,25,,,,2nd,S,England,29566,10.10,0,0,no,
Lievens, Mr, René Aimé,24,,,,3rd,S,Belgium,345781,9.10,0,0,no,
Lindahl, Miss, Agda Thorilda Viktoria,25,,,,3rd,S,Sweden,347071,7.15,0,0,no,
Lindblom, Miss, Augusta Charlotta,45,,,,3rd,S,England,347073,7.15,0,0,no,
Lindeberg-Lind, Mr, Erik Gustaf,42,,,,1st,S,Sweden,17475,26.11,0,0,no,
Lindell, Mr, Edvard Bengtsson,36,,,,3rd,S,Sweden,349910,15.11,1,0,no,
Lindell, Mrs, Elin Gerda,30,,,,3rd,S,Sweden,349910,15.11,1,0,no,
Lindqvist, Mr, Eino William,20,,,,3rd,S,Finland,3101285,7.18,1,0,yes,
Lindström, Mrs, Sigrid,55,,,,1st,C,Sweden,112377,27.14,0,0,yes,
Linehan, Mr, Michael,21,,,,3rd,Q,Ireland,330971,7.17,0,0,no,
Lines, Miss, Mary Conover,16,,,,1st,C,France,17592,39.08,0,1,yes,
Lines, Mrs, Elizabeth Lindsey,50,,,,1st,C,United States,17592,39.08,0,1,yes,
Lingane, Mr, John,61,,,,2nd,Q,Ireland,235509,12.07,0,0,no,
Ling, Mr, Lee,28,,,,3rd,S,NA,1601,56.09,0,0,no,
Linhart, Mr, Wenzel,27,,,,3rd,S,Austria,345775,9.10,0,0,no,
Livshin, Mr, David,25,,,,3rd,S,Latvia,374887,7.05,0,0,no,
Lobb, Mrs, Cordelia,34,,,,3rd,S,England,3336,16.02,1,0,no,
Lobb, Mr, William Arthur,31,,,,3rd,S,England,3336,16.02,1,0,no,
Lockyer, Mr, Edward Thomas,19,,,,3rd,S,England,1222,7.17,0,0,no,
Longley, Miss, Gretchen Fiske,21,,,,1st,C,United States,13502,77.19,0,0,yes,
Long, Mr, Milton Clyde,29,,,,1st,S,United States,113501,30.00,0,0,no,
Loring, Mr, Joseph Holland,30,,,,1st,S,United States,113801,45.10,0,0,no,
Louch, Mr, Charles,50,,,,2nd,S,England,3085,26.00,1,0,no,
Louch, Mrs, Alice Adelaide,43,,,,2nd,S,England,3085,26.00,1,0,yes,
Lovell, Mr, John Hall,20,,,,3rd,S,England,21173,7.05,0,0,no,
Lulic, Mr, Nikola,29,,,,3rd,S,Croatia (Modern),315098,8.13,0,0,yes,
Lundahl, Mr, Johan Svensson,50,,,,3rd,S,Sweden,347743,7.01,0,0,no,
Lundin, Miss, Olga Elida,23,,,,3rd,S,United States,347469,7.17,0,0,yes,
Lundström, Mr, Thure Edvin,32,,,,3rd,S,Sweden,350403,7.11,0,0,yes,
Lurette, Miss, Eugénie Elise,59,,,,1st,C,France,17569,146.10,0,0,yes,
Lymperopoulus, Mr, Panagiotis K,30,,,,3rd,C,Greece,2683,6.08,0,0,no,
Lyntakoff, Mr, Stanko,44,,,,3rd,S,NA,349235,7.17,0,0,no,
MacKay, Mr, George William,20,,,,3rd,S,Scotland,42795,7.11,0,0,no,
Mack, Mrs, Mary,57,,,,2nd,S,England,3,10.10,0,0,no,
Madigan, Miss, Margaret,21,,,,3rd,Q,Ireland,370370,7.15,0,0,yes,
Madill, Miss, Georgette Alexandra,16,,,,1st,S,United States,24160,211.06,0,1,yes,
Madsen, Mr, Fridtjof Arne,24,,,,3rd,S,Norway,17369,7.02,0,0,yes,
Mäenpää, Mr, Matti Alexanteri,22,,,,3rd,S,Finland,3101275,7.02,0,0,no,
Maguire, Mr, John Edward,30,,,,1st,S,United States,110469,26.00,0,0,no,
Mahon, Miss, Bridget Delia,20,,,,3rd,Q,Ireland,330924,7.17,0,0,no,
Maioni, Miss, Roberta Elizabeth Mary,20,,,,1st,S,England,110152,86.10,0,0,yes,
Maisner, Mr, Simon,34,,,,3rd,S,England,2816,8.01,0,0,no,
Mäkinen, Mr, Kalle Edvard,29,,,,3rd,S,Finland,3101268,7.18,0,0,no,
Malachard, Mr, Jean-Noël,25,,,,2nd,C,France,237735,15.00,0,0,no,
Mallet, Master, André Clement,1,,,,2nd,C,France,2079,37.00,0,2,yes,
Mallet, Mr, Albert Denis Pierre,45,,,,2nd,C,France,2079,37.00,1,1,no,
Mallet, Mrs, Antonine Marie,24,,,,2nd,C,France,2079,37.00,1,1,yes,
Māmā, Mr, Hannā Mikā'īl,18,,,,3rd,C,Lebanon,2677,7.04,0,0,yes,
Mangan, Miss, Mary,32,,,,3rd,Q,Ireland,364850,7.15,0,0,no,
Mangiavacchi, Mr, Serafino Emilio,30,,,,2nd,C,United States,32861,15.11,0,0,no,
Mannion, Miss, Margaret,28,,,,3rd,Q,Ireland,36866,7.14,0,0,yes,
Mardirosian, Mr, Sarkis,25,,,,3rd,C,Turkey,2655,7.04,0,0,no,
Maréchal, Mr, Pierre,29,,,,1st,C,France,11774,29.14,0,0,yes,
Marinko, Mr, Dmitri,23,,,,3rd,S,Yugoslavia,349238,7.17,0,0,no,
Markoff, Mr, Marin,35,,,,3rd,S,Bulgaria,349213,7.17,0,0,no,
Markun, Mr, Johann,33,,,,3rd,C,Slovenia,349257,7.17,0,0,no,
Marvin, Mr, Daniel Warner,18,,,,1st,S,United States,113773,53.02,1,0,no,
Marvin, Mrs, Mary Graham Carmichael,18,,,,1st,S,Scotland,113773,53.02,1,0,yes,
Matinoff, Mr, Nicola,30,,,,3rd,C,Bulgaria,349255,7.17,0,0,no,
Matthews, Mr, William John,23,,,,2nd,S,England,28228,13.00,0,0,no,
Maybery, Mr, Frank Hubert,36,,,,2nd,S,England,239059,16.00,0,0,no,
Mayné, Mlle, Berthe Antonine,24,,,,1st,C,Belgium,17482,49.10,0,0,yes,
McCaffry, Mr, Thomas Francis,46,,,,1st,S,Canada,13050,75.04,0,0,no,
McCarthy, Miss, Catherine,25,,,,3rd,Q,Ireland,383123,7.15,0,0,yes,
McCarthy, Mr, Timothy J,55,,,,1st,S,United States,17463,51.17,0,0,no,
McCormack, Mr, Thomas Joseph,19,,,,3rd,Q,United States,367228,7.15,0,0,yes,
McCoy, Miss, Agnes,29,,,,3rd,Q,Ireland,367226,23.05,2,0,yes,
McCoy, Miss, Alice,26,,,,3rd,Q,Ireland,367226,23.05,2,0,yes,
McCoy, Mr, Bernard,24,,,,3rd,Q,Ireland,367226,23.05,2,0,yes,
McCrae, Mr, Arthur Gordon,32,,,,2nd,S,Australia,237216,13.10,0,0,no,
McCrie, Mr, James Matthew,32,,,,2nd,S,Canada,233478,13.00,0,0,no,
McDermott, Miss, Bridget Delia,31,,,,3rd,Q,Ireland,330932,7.15,0,0,yes,
McEvoy, Mr, Michael,20,,,,3rd,Q,Ireland,36568,15.10,0,0,no,
McGough, Mr, James Robert,35,,,,1st,S,Ireland,17473,26.05,0,0,yes,
McGovern, Ms, Mary,22,,,,3rd,Q,Ireland,330931,7.17,0,0,yes,
McGowan, Miss, Anna Louise,17,,,,3rd,Q,United States,330923,8.00,0,0,yes,
McGowan, Miss, Catherine,42,,,,3rd,Q,Ireland,9232,7.15,0,0,no,
McKane, Mr, Peter Daniel,46,,,,2nd,S,Channel Islands,28403,26.00,0,0,no,
McMahon, Mr, Martin,19,,,,3rd,Q,Ireland,370372,7.15,0,0,no,
McNamee, Mr, Neal,27,,,,3rd,S,England,376566,16.02,1,0,no,
McNamee, Mrs, Eileen,19,,,,3rd,S,England,376566,16.02,1,0,no,
McNeill, Miss, Bridget,32,,,,3rd,Q,Ireland,370368,7.15,0,0,no,
Meanwell, Mrs, Marian,62,,,,3rd,S,England,392087,8.01,0,0,no,
Meehan, Mr, John,22,,,,3rd,Q,Ireland,3130,7.15,0,0,no,
Meek, Mrs, Annie Louisa,32,,,,3rd,S,England,343095,8.01,0,0,no,
Mellinger, Miss, Violet Madeline,13,,,,2nd,S,England,250644,19.10,0,1,yes,
Mellinger, Mrs, Elizabeth Anne,42,,,,2nd,S,England,250644,19.10,0,1,yes,
Mellors, Mr, William John,19,,,,2nd,S,England,751,10.10,0,0,yes,
Meo (Martino), Mr, Alfonzo,48,,,,3rd,S,Italy,11206,8.01,0,0,no,
Mernagh, Mr, Robert,28,,,,3rd,Q,Ireland,368703,7.15,0,0,no,
Meyer, Mr, August,31,,,,2nd,S,England,248723,13.00,0,0,no,
Meyer, Mr, Edgar Joseph,28,,,,1st,C,United States,17604,82.03,1,0,no,
Meyer, Mrs, Leila,25,,,,1st,C,United States,17604,82.03,1,0,yes,
Midtsjø, Mr, Karl Albert,21,,,,3rd,S,Norway,345501,7.15,0,0,yes,
Mihoff, Mr, Stoytcho,28,,,,3rd,S,Bulgaria,349207,7.17,0,0,no,
Miles, Mr, Frank,23,,,,3rd,S,England,359306,8.01,0,0,no,
Millet, Mr, Francis Davis,65,,,,1st,C,United States,13509,26.11,0,0,no,
Milling, Mr, Jacob Christian,48,,,,2nd,S,Denmark,234360,13.00,0,0,no,
Minahan, Dr, William Edward,44,,,,1st,Q,United States,19928,90.00,2,0,no,
Minahan, Miss, Daisy E,33,,,,1st,Q,United States,19928,90.00,1,0,yes,
Minahan, Mrs, Lillian E,37,,,,1st,Q,United States,19928,90.00,1,0,yes,
Mineff, Mr, Ivan,24,,,,3rd,S,NA,349233,7.17,0,0,no,
Minkoff, Mr, Lazar,21,,,,3rd,S,Bulgaria,349211,7.17,0,0,no,
Mitchell, Mr, Henry Michael,72,,,,2nd,S,England,24580,10.10,0,0,no,
Mitkoff, Mr, Mito,23,,,,3rd,S,NA,349221,7.17,0,0,no,
Mockler, Miss, Ellen Mary,23,,,,3rd,Q,Ireland,330980,7.17,0,0,yes,
Mock, Mr, Philipp Edmund,30,,,,1st,C,United States,13236,57.15,1,0,yes,
Moen, Mr, Sigurd Hansen,27,,,,3rd,S,Norway,348123,7.13,0,0,no,
Molson, Mr, Harry Markland,55,,,,1st,S,Canada,113787,30.10,0,0,no,
Montvila, Fr, Juozas,27,,,,2nd,S,England,211536,13.00,0,0,no,
Moore, Mr, Clarence Bloomfield,47,,,,1st,S,United States,113796,42.08,0,0,no,
Moore, Mr, Leonard Charles,19,,,,3rd,S,England,54510,8.01,0,0,no,
Moor, Master, Meier,7,,,,3rd,S,NA,392096,12.09,0,1,yes,
Moor, Mrs, Beila,29,,,,3rd,S,NA,392096,12.09,0,1,yes,
Moran, Miss, Bridget,28,,,,3rd,Q,Ireland,371110,24.03,1,0,yes,
Moran, Mr, Daniel J,28,,,,3rd,Q,Ireland,371110,24.03,1,0,no,
Moraweck, Dr, Ernest,54,,,,2nd,S,United States,29011,14.00,0,0,no,
Morley, Mr, Henry Samuel,38,,,,2nd,S,England,250655,26.00,0,0,no,
Morley, Mr, William,34,,,,3rd,S,England,364506,8.01,0,0,no,
Morrow, Mr, Thomas Rowan,30,,,,3rd,Q,Ireland,372622,7.15,0,0,no,
Moss, Mr, Albert Johan,29,,,,3rd,S,Norway,312991,7.15,0,0,yes,
Moussa, Mrs, Mantoura Boulos,35,,,,3rd,C,Lebanon,2626,7.04,0,0,yes,
Moutal, Mr, Rahamin Haim,28,,,,3rd,S,England,374746,8.01,0,0,no,
Mubārik, Master, Halīm,4,,,,3rd,C,Lebanon,2661,15.04,1,1,yes,
Mubārik, Master, Jirjis,7,,,,3rd,C,Lebanon,2661,15.04,1,1,yes,
Mubārik, Mrs, Amīnah,25,,,,3rd,C,Lebanon,2661,15.04,0,2,yes,
Mudd, Mr, Thomas Cupper,17,,,,2nd,S,England,3,10.10,0,0,no,
Mullin, Miss, Catherine,21,,,,3rd,Q,Ireland,35852,7.14,0,0,yes,
Mulvihill, Miss, Bridget Elizabeth,25,,,,3rd,Q,Ireland,382653,7.15,0,0,yes,
Murdlin, Mr, Joseph,22,,,,3rd,S,England,3235,8.01,0,0,no,
Murphy, Miss, Catherine,18,,,,3rd,Q,Ireland,367230,15.10,1,0,yes,
Murphy, Miss, Margaret Jane,25,,,,3rd,Q,Ireland,367230,15.10,1,0,yes,
Murphy, Miss, Nora,31,,,,3rd,Q,Ireland,36568,15.10,0,0,yes,
Muslamānī, Mrs, Fatīmah Muhammad,22,,,,3rd,C,Lebanon,2649,7.04,0,0,yes,
Myhrman, Mr, Pehr Fabian Oliver Malkolm,18,,,,3rd,S,Sweden,347078,7.15,0,0,no,
Myles, Mr, Thomas Francis,63,,,,2nd,Q,Ireland,240276,9.13,0,0,no,
Naidenoff, Mr, Penko,22,,,,3rd,S,Bulgaria,349206,7.17,0,0,no,
Najib Kiamie, Miss, Adele,15,,,,3rd,C,Lebanon,2667,7.04,0,0,yes,
Nakhli, Mr, Toufik,17,,,,3rd,C,Lebanon,2641,7.04,0,0,no,
Nakid, Miss, Maria,1,,,,3rd,C,Lebanon,2653,15.14,0,2,yes,
Nakid, Mr, Sahid,21,,,,3rd,C,Lebanon,2653,15.14,1,1,yes,
Nakid, Mrs, Waika,19,,,,3rd,C,Lebanon,2653,15.14,1,1,yes,
Nancarrow, Mr, William Henry,36,,,,3rd,S,England,3338,8.01,0,0,no,
Nankoff, Mr, Minko,32,,,,3rd,S,NA,349218,7.17,0,0,no,
Nasr 'Almā, Mr, Mustafà,20,,,,3rd,C,Lebanon,2652,7.04,0,0,no,
Nasser, Mr, Nicholas,28,,,,2nd,C,United States,237736,30.01,1,0,no,
Nasser, Mrs, Adele,14,,,,2nd,C,Lebanon,237736,30.01,1,0,yes,
Nassr Rizq, Mr, Saade,20,,,,3rd,C,Lebanon,2676,7.04,0,0,no,
Natsch, Mr, Charles,36,,,,1st,C,United States,17596,29.14,0,1,no,
Naughton, Miss, Hannah,21,,,,3rd,Q,Ireland,365237,7.15,0,0,no,
Navratil, Master, Edmond Roger,2,,,,2nd,S,France,230080,26.00,1,1,yes,
Navratil, Master, Michel Marcel,3,,,,2nd,S,France,230080,26.00,1,1,yes,
Navratil, Mr, Michel,32,,,,2nd,S,Slovakia (Modern day),230080,26.00,0,2,no,
Nenkov, Mr, Hristo,22,,,,3rd,S,NA,349234,7.17,0,0,no,
Nesson, Mr, Israel,26,,,,2nd,S,England,244368,13.00,0,0,no,
Newell, Miss, Madeleine,31,,,,1st,C,United States,35273,113.05,1,0,yes,
Newell, Miss, Marjorie Anne,23,,,,1st,C,United States,35273,113.05,1,0,yes,
Newell, Mr, Arthur Webster,58,,,,1st,C,United States,35273,113.05,0,2,no,
Newsom, Miss, Helen Monypeny,19,,,,1st,S,United States,11752,26.05,0,2,yes,
Nicholls, Mr, Joseph Charles,19,,,,2nd,S,England,33112,36.15,1,1,no,
Nicholson, Mr, Arthur Ernest,60,,,,1st,S,England,693,26.00,0,0,no,
Nieminen, Miss, Manta Josefina,29,,,,3rd,S,Finland,3101297,7.18,0,0,no,
Niklasson, Mr, Samuel,28,,,,3rd,S,Sweden,363611,8.01,0,0,no,
Nilsson, Miss, Berta Olivia,18,,,,3rd,S,Sweden,347066,7.15,0,0,yes,
Nilsson, Miss, Helmina Josefina,26,,,,3rd,S,Sweden,347470,7.17,0,0,yes,
Nilsson, Mr, August Ferdinand,21,,,,3rd,S,Sweden,350410,7.17,0,0,no,
Nīqūla Yārid, Master, Ilyās,11,,,,3rd,C,Lebanon,2651,11.04,1,0,yes,
Nīqūla Yārid, Miss, Jamilah,14,,,,3rd,C,Lebanon,2651,11.04,1,0,yes,
Nirva, Mr, Iisakki Antino Äijö,41,,,,3rd,S,Finland,3101272,7.02,0,0,no,
Niskänen, Mr, Juha,39,,,,3rd,S,United States,3101289,7.18,0,0,yes,
Nofal, Mr, Mansouer,20,,,,3rd,C,Lebanon,2697,7.04,0,0,no,
Norman, Mr, Robert Douglas,27,,,,2nd,S,Scotland,218629,13.10,0,0,no,
Nosworthy, Mr, Richard Cater,21,,,,3rd,S,England,39886,7.16,0,0,no,
Nourney, Mr, Alfred,20,,,,1st,C,Germany,2166,13.17,0,0,yes,
Nye, Mrs, Elizabeth,29,,,,2nd,S,United States,29395,10.10,0,0,yes,
Nysten, Miss, Anna Sofia,22,,,,3rd,S,Sweden,347081,7.15,0,0,yes,
Nysveen, Mr, Johan Hansen,60,,,,3rd,S,Norway,345364,6.04,0,0,no,
O'Brien, Mr, Denis,21,,,,3rd,Q,Ireland,330979,7.16,0,0,no,
O'Brien, Mrs, Johanna,26,,,,3rd,Q,Ireland,370365,15.10,1,0,yes,
O'Brien, Mr, Thomas,27,,,,3rd,Q,Ireland,370365,15.10,1,0,no,
O'Connell, Mr, Patrick Denis,18,,,,3rd,Q,Ireland,334912,7.14,0,0,no,
O'Connor, Mr, Maurice,17,,,,3rd,Q,Ireland,371060,7.15,0,0,no,
O'Connor, Mr, Patrick,23,,,,3rd,Q,Ireland,366713,7.15,0,0,no,
Ödahl, Mr, Nils Martin,23,,,,3rd,S,Sweden,7267,9.04,0,0,no,
O'Dwyer, Miss, Ellen,24,,,,3rd,Q,Ireland,330959,7.17,0,0,yes,
Öhman, Miss, Velin,22,,,,3rd,S,Sweden,347085,7.15,0,0,yes,
O'Keefe, Mr, Patrick,21,,,,3rd,Q,Ireland,368402,7.15,0,0,yes,
O'Leary, Miss, Hanora,16,,,,3rd,Q,Ireland,330919,7.16,0,0,yes,
Oliva y Ocana, Doña, Fermina,39,,,,1st,C,Spain,17758,108.18,0,0,yes,
Olsen, Master, Artur Karl,9,,,,3rd,S,Norway,17368,3.03,0,1,yes,
Olsen, Mr, Henry Margido,28,,,,3rd,S,Norway,4001,22.10,0,0,no,
Olsen, Mr, Karl Siegwart Andreas,42,,,,3rd,S,United States,4579,8.08,0,1,no,
Olsen, Mr, Ole Martin,27,,,,3rd,S,Norway,265302,7.06,0,0,no,
Olsson, Miss, Elina,31,,,,3rd,S,Sweden,350407,7.17,0,0,no,
Olsson, Mr, Nils Johan Göransson,28,,,,3rd,S,Sweden,347464,7.17,0,0,no,
Olsson, Mr, Oscar Wilhelm,32,,,,3rd,S,Sweden,347079,7.15,0,0,yes,
Olsvigen, Mr, Thor Anderson,20,,,,3rd,S,Norway,6563,9.04,0,0,no,
Omont, Mr, Alfred Fernand,29,,,,1st,C,France,12998,25.14,0,0,yes,
Oreskovic, Miss, Jelka,23,,,,3rd,S,Croatia,315085,8.13,0,0,no,
Oreskovic, Miss, Marija,20,,,,3rd,S,Croatia,315096,8.13,0,0,no,
Oreskovic, Mr, Luka,20,,,,3rd,S,Croatia,315094,8.13,0,0,no,
Osén, Mr, Olaf Elon,16,,,,3rd,S,Sweden,7534,9.04,0,0,no,
